,Rank
miR-450a-1-3p,1276
miR-6085,1277
miR-3143,1278
miR-4505,1279
miR-2113,1280
miR-6766-3p,1281
miR-3942-5p,1282
miR-8088,1283
miR-183-3p,1284
miR-567,1285
miR-6731-5p,1286
miR-6866-3p,1287
miR-514b-5p,1288
miR-3934-5p,1289
miR-3923,1290
miR-494-5p,1291
miR-6783-3p,1292
miR-412-3p,1293
miR-4297,1294
miR-6767-5p,1295
miR-4299,1296
miR-4295,1297
miR-4762-5p,1298
miR-3941,1299
miR-3688-5p,1300
miR-449c-3p,1301
miR-8083,1302
miR-4500,1303
miR-4502,1304
miR-4777-3p,1305
miR-563,1306
miR-4308,1307
miR-8084,1308
miR-670-3p,1309
miR-507,1310
miR-4506,1311
miR-4254,1312
miR-3202,1313
miR-6815-3p,1314
miR-514b-3p,1315
miR-3140-5p,1316
miR-652-3p,1317
miR-4292,1318
miR-6857-3p,1319
miR-8057,1320
miR-4507,1321
miR-4509,1322
miR-634,1323
miR-587,1324
miR-6078,1325
miR-6888-5p,1326
miR-365b-5p,1327
miR-450b-3p,1328
miR-203b-3p,1329
miR-6835-3p,1330
miR-450a-5p,1331
miR-331-3p,1332
miR-6766-5p,1333
miR-519d-3p,1334
miR-5701,1335
miR-6821-5p,1336
miR-8080,1337
miR-4267,1338
miR-371b-3p,1339
miR-548ay-3p,1340
miR-33b-3p,1341
miR-5000-5p,1342
miR-6831-3p,1343
miR-6791-3p,1344
miR-365a-5p,1345
miR-4328,1346
miR-513a-5p,1347
miR-6758-5p,1348
miR-296-3p,1349
miR-514a-5p,1350
miR-6765-5p,1351
miR-376c-5p,1352
miR-548ag,1353
miR-4514,1354
miR-7159-5p,1355
miR-5585-5p,1356
miR-224-3p,1357
miR-759,1358
miR-6885-3p,1359
miR-4521,1360
miR-4275,1361
miR-4517,1362
miR-7851-3p,1363
miR-548az-5p,1364
miR-4276,1365
miR-451b,1366
miR-4518,1367
miR-6782-5p,1368
miR-4519,1369
miR-6859-3p,1370
miR-3692-5p,1371
miR-451a,1372
miR-513a-3p,1373
miR-6873-3p,1374
miR-410-5p,1375
miR-4327,1376
miR-579-5p,1377
miR-6865-5p,1378
miR-3134,1379
miR-4268,1380
miR-590-3p,1381
miR-553,1382
miR-5571-5p,1383
miR-6819-3p,1384
miR-4520a-5p,1385
miR-6884-5p,1386
miR-7154-3p,1387
miR-4436a,1388
miR-548ak,1389
miR-4530,1390
miR-4257,1391
miR-4528,1392
miR-452-5p,1393
miR-4287,1394
miR-519e-3p,1395
miR-6807-5p,1396
miR-3152-3p,1397
miR-3179,1398
miR-3174,1399
miR-155-3p,1400
miR-5698,1401
miR-452-3p,1402
miR-548k,1403
miR-4524b-5p,1404
miR-4420,1405
miR-4435,1406
miR-4483,1407
miR-7109-5p,1408
miR-6780a-3p,1409
miR-6768-3p,1410
miR-7976,1411
miR-635,1412
miR-6882-5p,1413
miR-4746-5p,1414
miR-6876-3p,1415
miR-8089,1416
miR-7159-3p,1417
miR-6887-3p,1418
miR-6505-3p,1419
miR-6793-5p,1420
miR-3187-5p,1421
miR-3691-5p,1422
miR-8077,1423
miR-7111-5p,1424
miR-3945,1425
miR-5191,1426
miR-4442,1427
miR-6848-3p,1428
miR-4272,1429
miR-3925-5p,1430
miR-640,1431
miR-4467,1432
miR-6819-5p,1433
miR-4504,1434
miR-3689f,1435
miR-5187-3p,1436
miR-4747-5p,1437
miR-6809-5p,1438
miR-888-3p,1439
miR-6501-5p,1440
miR-765,1441
miR-7160-5p,1442
miR-3166,1443
miR-3118,1444
miR-6893-3p,1445
miR-520a-5p,1446
miR-4424,1447
miR-4704-5p,1448
miR-4704-3p,1449
miR-4476,1450
miR-4302,1451
miR-1537-5p,1452
miR-4447,1453
miR-4318,1454
miR-4301,1455
miR-6806-5p,1456
miR-455-5p,1457
miR-7843-3p,1458
miR-544a,1459
miR-4720-5p,1460
miR-571,1461
miR-4461,1462
miR-3713,1463
miR-3189-3p,1464
miR-8065,1465
miR-523-3p,1466
miR-8061,1467
miR-3121-5p,1468
miR-8052,1469
miR-875-3p,1470
miR-6878-5p,1471
miR-4317,1472
miR-4471,1473
miR-371b-5p,1474
miR-7151-3p,1475
miR-2117,1476
miR-449c-5p,1477
miR-5685,1478
miR-8054,1479
miR-5704,1480
miR-4428,1481
miR-302d-5p,1482
miR-4266,1483
miR-3126-5p,1484
miR-4440,1485
miR-3161,1486
miR-6803-3p,1487
miR-4472,1488
miR-4482-5p,1489
miR-548ar-3p,1490
miR-100-5p,1491
miR-7703,1492
miR-4262,1493
miR-3668,1494
miR-559,1495
miR-6719-3p,1496
miR-6871-5p,1497
miR-4468,1498
miR-5197-5p,1499
miR-374b-5p,1500
miR-4474-3p,1501
miR-3153,1502
miR-4534,1503
miR-4422,1504
miR-3201,1505
miR-6895-3p,1506
miR-5090,1507
miR-708-5p,1508
miR-454-3p,1509
miR-4537,1510
miR-3187-3p,1511
miR-4261,1512
miR-4732-5p,1513
miR-4711-3p,1514
miR-764,1515
miR-3926,1516
miR-541-3p,1517
miR-4727-3p,1518
miR-3682-5p,1519
miR-580-3p,1520
miR-6893-5p,1521
miR-4486,1522
miR-4431,1523
miR-4499,1524
miR-656-5p,1525
miR-3191-5p,1526
miR-3686,1527
miR-8068,1528
miR-3186-3p,1529
miR-6781-3p,1530
miR-4709-3p,1531
miR-4501,1532
miR-4538,1533
miR-4539,1534
miR-3975,1535
miR-6751-5p,1536
miR-8053,1537
miR-4300,1538
miR-6741-3p,1539
miR-4540,1540
miR-5197-3p,1541
miR-7162-3p,1542
miR-7114-5p,1543
miR-3689d,1544
miR-8060,1545
miR-3976,1546
miR-8082,1547
miR-4450,1548
miR-3661,1549
miR-7152-3p,1550
miR-647,1551
miR-6800-3p,1552
miR-208b-5p,1553
miR-8074,1554
miR-4763-3p,1555
miR-5586-5p,1556
miR-6815-5p,1557
miR-3163,1558
miR-3915,1559
miR-378j,1560
miR-6759-3p,1561
miR-6780b-5p,1562
miR-455-3p,1563
miR-6894-5p,1564
miR-4511,1565
miR-6502-3p,1566
miR-6783-5p,1567
miR-7161-3p,1568
miR-6888-3p,1569
miR-4460,1570
miR-8062,1571
miR-3144-5p,1572
miR-100-3p,1573
miR-5680,1574
miR-7107-3p,1575
miR-6882-3p,1576
miR-5694,1577
miR-512-3p,1578
miR-4701-3p,1579
miR-4703-5p,1580
miR-2116-3p,1581
miR-3192-3p,1582
miR-4288,1583
miR-4649-3p,1584
miR-4330,1585
miR-3149,1586
miR-5196-3p,1587
miR-5705,1588
miR-4482-3p,1589
miR-4640-3p,1590
miR-4464,1591
miR-4456,1592
miR-6818-3p,1593
miR-513c-3p,1594
miR-3177-5p,1595
miR-4764-3p,1596
miR-337-5p,1597
miR-548ax,1598
miR-1,1599
miR-4802-5p,1600
miR-6834-3p,1601
miR-6737-3p,1602
miR-4644,1603
miR-4274,1604
miR-6794-3p,1605
miR-374a-3p,1606
miR-3605-3p,1607
miR-651-3p,1608
miR-606,1609
miR-6799-5p,1610
miR-3928-5p,1611
miR-3675-5p,1612
miR-3666,1613
let-7i-5p,1614
miR-4452,1615
miR-3685,1616
miR-449b-3p,1617
miR-8056,1618
miR-4269,1619
miR-6771-5p,1620
miR-6854-5p,1621
miR-3692-3p,1622
miR-6828-5p,1623
miR-3155a,1624
miR-6864-3p,1625
miR-3167,1626
miR-3137,1627
miR-4434,1628
miR-4632-3p,1629
miR-3148,1630
miR-7153-3p,1631
miR-6842-3p,1632
miR-1976,1633
miR-5010-5p,1634
miR-650,1635
miR-4477b,1636
miR-7150,1637
miR-6855-3p,1638
miR-6513-3p,1639
miR-4498,1640
miR-6827-5p,1641
miR-4639-3p,1642
miR-4638-5p,1643
miR-5688,1644
miR-6832-5p,1645
miR-4761-3p,1646
miR-4639-5p,1647
miR-558,1648
miR-6806-3p,1649
miR-4484,1650
miR-6823-3p,1651
miR-5186,1652
miR-4430,1653
miR-664a-3p,1654
miR-4641,1655
miR-6823-5p,1656
miR-7854-3p,1657
let-7g-5p,1658
miR-581,1659
miR-5584-5p,1660
miR-4271,1661
let-7g-3p,1662
miR-4642,1663
miR-7978,1664
miR-7856-5p,1665
miR-4527,1666
miR-4643,1667
miR-5192,1668
miR-4512,1669
miR-4457,1670
miR-495-5p,1671
miR-6889-5p,1672
miR-302e,1673
miR-574-5p,1674
miR-4801,1675
miR-211-3p,1676
miR-4726-3p,1677
miR-4646-5p,1678
miR-4491,1679
miR-4646-3p,1680
miR-6506-5p,1681
let-7f-5p,1682
miR-4645-3p,1683
miR-6748-5p,1684
miR-6885-5p,1685
miR-5002-3p,1686
miR-580-5p,1687
miR-3123,1688
miR-593-3p,1689
miR-4648,1690
let-7f-2-3p,1691
miR-629-5p,1692
miR-4647,1693
miR-6798-5p,1694
miR-3672,1695
miR-6499-3p,1696
miR-5001-3p,1697
miR-5590-5p,1698
miR-548ao-3p,1699
miR-4649-5p,1700
miR-6079,1701
miR-4654,1702
miR-378i,1703
miR-6721-5p,1704
miR-3658,1705
miR-4650-3p,1706
miR-6854-3p,1707
miR-4653-3p,1708
miR-6851-3p,1709
miR-3920,1710
miR-4652-3p,1711
miR-6128,1712
miR-4652-5p,1713
miR-4304,1714
miR-6800-5p,1715
miR-548x-3p,1716
miR-522-3p,1717
miR-6083,1718
miR-4653-5p,1719
miR-6812-5p,1720
miR-588,1721
miR-6773-5p,1722
miR-4293,1723
miR-4655-3p,1724
miR-4495,1725
miR-7106-3p,1726
miR-4775,1727
miR-4655-5p,1728
miR-655-3p,1729
miR-6867-3p,1730
miR-4656,1731
miR-6837-3p,1732
miR-6762-3p,1733
miR-4311,1734
miR-4657,1735
miR-512-5p,1736
miR-4310,1737
miR-4699-3p,1738
miR-4255,1739
miR-3687,1740
miR-6866-5p,1741
miR-766-5p,1742
miR-4658,1743
miR-6794-5p,1744
miR-4425,1745
miR-6870-5p,1746
miR-5571-3p,1747
miR-3909,1748
miR-4283,1749
miR-4659a-5p,1750
miR-23a-5p,1751
miR-626,1752
miR-517c-3p,1753
miR-6801-3p,1754
miR-4665-5p,1755
miR-4314,1756
miR-4659b-5p,1757
miR-5011-5p,1758
miR-448,1759
miR-6873-5p,1760
miR-466,1761
miR-7973,1762
miR-4769-5p,1763
miR-432-3p,1764
miR-4660,1765
miR-6855-5p,1766
let-7f-1-3p,1767
miR-6774-5p,1768
miR-4760-5p,1769
miR-6883-3p,1770
miR-450b-5p,1771
miR-4319,1772
miR-578,1773
miR-6782-3p,1774
miR-3132,1775
miR-6788-3p,1776
miR-6799-3p,1777
miR-4289,1778
miR-6723-5p,1779
miR-3128,1780
miR-4270,1781
let-7e-5p,1782
miR-607,1783
miR-6734-3p,1784
miR-4697-3p,1785
miR-509-5p,1786
miR-566,1787
miR-3937,1788
miR-4698,1789
miR-5587-3p,1790
miR-6853-5p,1791
miR-4700-5p,1792
miR-3912-3p,1793
miR-6808-5p,1794
miR-4699-5p,1795
miR-4282,1796
let-7e-3p,1797
miR-412-5p,1798
miR-3127-3p,1799
let-7d-5p,1800
miR-4697-5p,1801
miR-3185,1802
miR-3614-5p,1803
miR-3664-5p,1804
miR-6764-5p,1805
let-7d-3p,1806
miR-4259,1807
miR-6500-5p,1808
miR-3914,1809
miR-3159,1810
miR-6840-5p,1811
miR-4803,1812
miR-5702,1813
miR-4432,1814
let-7c-5p,1815
miR-4800-5p,1816
miR-758-5p,1817
miR-4438,1818
miR-641,1819
miR-3921,1820
miR-7702,1821
miR-4251,1822
miR-4480,1823
miR-4427,1824
miR-4661-5p,1825
miR-6504-5p,1826
miR-4800-3p,1827
miR-4525,1828
miR-4522,1829
miR-4465,1830
miR-8067,1831
miR-450a-2-3p,1832
miR-4766-5p,1833
miR-649,1834
miR-4664-3p,1835
miR-548y,1836
miR-4503,1837
miR-4637,1838
miR-4455,1839
miR-6764-3p,1840
miR-4662a-3p,1841
miR-4663,1842
miR-6886-3p,1843
miR-7162-5p,1844
miR-3973,1845
miR-562,1846
miR-6506-3p,1847
miR-4664-5p,1848
let-7c-3p,1849
miR-802,1850
miR-3684,1851
miR-5047,1852
miR-6736-5p,1853
miR-8086,1854
miR-4791,1855
miR-4696,1856
miR-4666a-5p,1857
miR-4695-5p,1858
miR-4666b,1859
miR-367-5p,1860
miR-8059,1861
miR-4667-3p,1862
miR-6759-5p,1863
miR-4735-5p,1864
miR-4667-5p,1865
miR-4695-3p,1866
miR-4668-3p,1867
miR-4671-3p,1868
miR-4668-5p,1869
miR-4669,1870
miR-591,1871
miR-4670-5p,1872
miR-548b-5p,1873
miR-544b,1874
miR-5696,1875
miR-4671-5p,1876
miR-7706,1877
miR-4694-5p,1878
miR-4672,1879
miR-4693-5p,1880
miR-4535,1881
miR-7111-3p,1882
miR-4315,1883
miR-4536-5p,1884
miR-548w,1885
miR-4252,1886
miR-7515,1887
miR-4693-3p,1888
miR-4692,1889
miR-4278,1890
miR-4691-5p,1891
miR-3619-3p,1892
miR-4673,1893
miR-4675,1894
miR-569,1895
miR-6757-3p,1896
miR-3922-3p,1897
miR-7853-5p,1898
miR-4676-3p,1899
miR-6779-5p,1900
miR-4677-3p,1901
miR-98-3p,1902
miR-4677-5p,1903
miR-4678,1904
miR-99a-5p,1905
miR-4690-3p,1906
miR-4681,1907
miR-4462,1908
miR-5093,1909
miR-3667-3p,1910
miR-4679,1911
miR-8081,1912
miR-4494,1913
miR-604,1914
miR-4680-3p,1915
miR-4750-5p,1916
miR-4490,1917
miR-6890-3p,1918
let-7b-5p,1919
miR-6814-3p,1920
miR-376a-3p,1921
miR-6126,1922
miR-6809-3p,1923
miR-3924,1924
miR-676-5p,1925
miR-3974,1926
miR-4680-5p,1927
miR-6835-5p,1928
miR-4531,1929
let-7a-5p,1930
miR-5189-3p,1931
miR-99b-3p,1932
miR-548au-3p,1933
miR-4263,1934
miR-5194,1935
miR-6742-3p,1936
miR-624-3p,1937
miR-601,1938
miR-4690-5p,1939
miR-4441,1940
miR-612,1941
miR-4691-3p,1942
miR-4524a-5p,1943
miR-4493,1944
miR-3144-3p,1945
miR-4433b-5p,1946
miR-380-5p,1947
miR-4682,1948
miR-3606-3p,1949
miR-4265,1950
miR-5692a,1951
miR-99b-5p,1952
miR-6811-5p,1953
miR-5703,1954
miR-4683,1955
miR-6752-5p,1956
miR-4688,1957
miR-4689,1958
miR-4533,1959
miR-4701-5p,1960
miR-620,1961
miR-4446-5p,1962
miR-325,1963
miR-373-5p,1964
miR-4475,1965
miR-6822-3p,1966
miR-4684-3p,1967
miR-4687-3p,1968
miR-4686,1969
miR-609,1970
miR-6130,1971
miR-5695,1972
miR-372-5p,1973
miR-2054,1974
let-7a-3p,1975
miR-3927-5p,1976
miR-4685-5p,1977
miR-4290,1978
let-7a-2-3p,1979
miR-4325,1980
miR-664b-3p,1981
miR-4713-5p,1982
miR-4684-5p,1983
miR-4685-3p,1984
