,Rank
miR-548ad,1076
miR-676-5p,1077
miR-3912-3p,1078
miR-6775-5p,1079
miR-6864-5p,1080
miR-302d-5p,1081
miR-6834-5p,1082
miR-6815-5p,1083
miR-449c-5p,1084
miR-4435,1085
miR-569,1086
miR-4273,1087
miR-320a,1088
miR-5004-3p,1089
miR-512-5p,1090
miR-4289,1091
miR-6874-3p,1092
miR-6768-5p,1093
miR-3157-3p,1094
miR-3689b-3p,1095
miR-146a-3p,1096
miR-3666,1097
miR-3148,1098
miR-4302,1099
miR-892c-5p,1100
miR-6762-3p,1101
miR-376a-3p,1102
miR-6734-3p,1103
miR-506-5p,1104
miR-4738-3p,1105
miR-5196-5p,1106
miR-4257,1107
miR-4768-5p,1108
miR-4765,1109
miR-381-3p,1110
miR-518c-3p,1111
miR-6835-5p,1112
miR-4319,1113
miR-4505,1114
miR-675-3p,1115
miR-7853-5p,1116
miR-5011-5p,1117
miR-6810-5p,1118
miR-8081,1119
miR-6842-3p,1120
miR-567,1121
miR-376b-3p,1122
miR-514a-5p,1123
miR-6757-5p,1124
miR-568,1125
miR-7974,1126
miR-6132,1127
miR-5696,1128
miR-2116-3p,1129
miR-3121-5p,1130
miR-4514,1131
miR-4517,1132
miR-4746-5p,1133
miR-7973,1134
miR-6504-5p,1135
miR-377-5p,1136
miR-6783-5p,1137
miR-4533,1138
miR-4465,1139
miR-7162-5p,1140
miR-7160-3p,1141
miR-4438,1142
miR-373-3p,1143
miR-3924,1144
miR-516b-5p,1145
miR-149-3p,1146
miR-4524a-5p,1147
miR-3684,1148
miR-451a,1149
miR-4521,1150
miR-1912,1151
miR-6855-5p,1152
miR-571,1153
miR-6760-5p,1154
miR-3064-3p,1155
miR-3680-5p,1156
miR-661,1157
miR-647,1158
miR-452-3p,1159
miR-6720-3p,1160
miR-6780a-3p,1161
miR-6830-3p,1162
miR-6847-5p,1163
miR-6506-5p,1164
miR-6735-3p,1165
miR-3934-5p,1166
miR-4782-5p,1167
miR-4463,1168
miR-3158-5p,1169
miR-6890-3p,1170
miR-380-5p,1171
miR-3938,1172
miR-492,1173
miR-5692a,1174
miR-7154-5p,1175
miR-5693,1176
miR-4305,1177
miR-6814-5p,1178
miR-4534,1179
miR-3202,1180
miR-4747-5p,1181
miR-6862-3p,1182
miR-4536-5p,1183
miR-4538,1184
miR-614,1185
miR-7157-3p,1186
miR-4802-3p,1187
miR-4309,1188
miR-6843-3p,1189
miR-761,1190
miR-5186,1191
miR-6771-3p,1192
miR-6508-5p,1193
miR-4300,1194
miR-4280,1195
miR-8068,1196
miR-3143,1197
miR-5682,1198
miR-6767-5p,1199
miR-302a-5p,1200
miR-640,1201
miR-3177-3p,1202
miR-6806-3p,1203
miR-892c-3p,1204
miR-4735-5p,1205
miR-6773-5p,1206
miR-378e,1207
miR-4648,1208
miR-370-5p,1209
miR-548g-3p,1210
miR-373-5p,1211
miR-6844,1212
miR-5087,1213
miR-4428,1214
miR-4480,1215
miR-4644,1216
miR-3922-5p,1217
miR-4420,1218
miR-7111-3p,1219
miR-4427,1220
miR-3174,1221
miR-494-5p,1222
miR-4474-3p,1223
miR-3940-5p,1224
miR-3199,1225
miR-7843-3p,1226
miR-513a-3p,1227
miR-6755-3p,1228
miR-7158-3p,1229
miR-4729,1230
miR-28-5p,1231
miR-3614-3p,1232
miR-4295,1233
miR-3679-5p,1234
miR-6853-3p,1235
miR-548m,1236
miR-4269,1237
miR-4325,1238
miR-585-3p,1239
miR-4483,1240
miR-455-5p,1241
miR-506-3p,1242
miR-143-3p,1243
miR-367-5p,1244
miR-6073,1245
miR-6885-5p,1246
miR-6854-3p,1247
miR-6878-3p,1248
miR-4299,1249
miR-6796-5p,1250
miR-6882-5p,1251
miR-3689f,1252
miR-6893-5p,1253
miR-4639-5p,1254
miR-6721-5p,1255
miR-545-5p,1256
miR-100-3p,1257
miR-3692-5p,1258
miR-374a-3p,1259
miR-3683,1260
miR-4725-3p,1261
miR-3201,1262
miR-4779,1263
miR-6814-3p,1264
miR-4639-3p,1265
miR-6842-5p,1266
miR-562,1267
miR-6511b-3p,1268
miR-548ak,1269
miR-4268,1270
miR-6730-5p,1271
miR-4294,1272
miR-6889-3p,1273
miR-4327,1274
miR-4307,1275
miR-4640-3p,1276
miR-6841-3p,1277
miR-6846-5p,1278
miR-510-5p,1279
miR-4424,1280
miR-3688-5p,1281
miR-4643,1282
miR-590-3p,1283
miR-6737-3p,1284
miR-6728-3p,1285
miR-4645-3p,1286
miR-512-3p,1287
miR-4646-5p,1288
miR-4646-3p,1289
miR-4267,1290
miR-548av-5p,1291
miR-361-5p,1292
miR-517-5p,1293
miR-588,1294
miR-4734,1295
miR-4647,1296
miR-4278,1297
miR-6873-3p,1298
miR-4726-3p,1299
miR-513c-5p,1300
miR-4771,1301
miR-8084,1302
miR-4649-3p,1303
miR-6839-5p,1304
miR-4649-5p,1305
miR-3921,1306
miR-5684,1307
miR-7112-3p,1308
miR-6854-5p,1309
miR-2117,1310
miR-4770,1311
miR-548ao-5p,1312
miR-4724-3p,1313
miR-4270,1314
miR-5195-3p,1315
miR-325,1316
miR-548au-3p,1317
miR-4475,1318
miR-6716-5p,1319
miR-4271,1320
miR-4723-5p,1321
miR-4253,1322
miR-4722-5p,1323
miR-4723-3p,1324
miR-4322,1325
miR-4318,1326
miR-6511a-5p,1327
miR-3714,1328
miR-4320,1329
miR-4477b,1330
miR-3660,1331
miR-578,1332
miR-7856-5p,1333
miR-4722-3p,1334
miR-4522,1335
miR-6738-5p,1336
miR-4539,1337
miR-579-5p,1338
miR-5739,1339
miR-3119,1340
miR-4721,1341
miR-409-5p,1342
miR-4452,1343
miR-4720-5p,1344
miR-3670,1345
miR-4471,1346
miR-8082,1347
miR-4456,1348
miR-8054,1349
miR-451b,1350
miR-7703,1351
miR-4458,1352
miR-7114-5p,1353
miR-612,1354
miR-4315,1355
miR-4718,1356
miR-4632-3p,1357
miR-4446-3p,1358
miR-3691-5p,1359
miR-8055,1360
miR-3681-5p,1361
miR-646,1362
miR-96-3p,1363
miR-4714-5p,1364
miR-1914-5p,1365
miR-6797-3p,1366
miR-509-3-5p,1367
miR-3692-3p,1368
miR-4486,1369
miR-5707,1370
miR-1,1371
miR-448,1372
miR-520e,1373
miR-5688,1374
miR-4535,1375
miR-6825-3p,1376
miR-5690,1377
miR-410-5p,1378
miR-4641,1379
miR-5700,1380
miR-4504,1381
miR-3149,1382
miR-3672,1383
miR-668-5p,1384
miR-7845-5p,1385
miR-302e,1386
miR-3126-5p,1387
miR-520f-3p,1388
miR-5583-5p,1389
miR-3146,1390
miR-873-3p,1391
miR-4713-5p,1392
miR-4540,1393
miR-4713-3p,1394
let-7i-5p,1395
miR-4520a-5p,1396
miR-504-3p,1397
miR-6509-5p,1398
miR-369-5p,1399
miR-4462,1400
miR-4650-3p,1401
miR-6507-5p,1402
miR-4652-3p,1403
miR-8074,1404
miR-4490,1405
miR-4652-5p,1406
miR-519b-3p,1407
miR-516a-3p,1408
miR-6774-5p,1409
miR-4712-5p,1410
miR-5704,1411
miR-4259,1412
miR-6811-5p,1413
miR-6764-5p,1414
miR-4317,1415
miR-4252,1416
miR-4709-5p,1417
miR-8085,1418
let-7g-5p,1419
miR-519e-5p,1420
miR-4804-5p,1421
miR-652-5p,1422
miR-6761-5p,1423
miR-6781-3p,1424
miR-324-3p,1425
miR-3188,1426
miR-4482-3p,1427
miR-3674,1428
miR-4482-5p,1429
miR-3941,1430
miR-3689a-5p,1431
miR-6513-5p,1432
let-7g-3p,1433
miR-4709-3p,1434
miR-4537,1435
miR-4489,1436
miR-4653-3p,1437
miR-802,1438
miR-8079,1439
miR-4468,1440
miR-6881-3p,1441
miR-6086,1442
miR-450b-5p,1443
miR-450b-3p,1444
miR-4653-5p,1445
miR-759,1446
miR-4655-3p,1447
miR-4439,1448
miR-6840-3p,1449
miR-4288,1450
miR-4654,1451
miR-3618,1452
miR-3662,1453
miR-608,1454
let-7f-5p,1455
miR-595,1456
miR-6750-3p,1457
miR-4720-3p,1458
miR-6796-3p,1459
miR-4719,1460
miR-4655-5p,1461
miR-7851-3p,1462
miR-3649,1463
miR-4656,1464
miR-6820-3p,1465
miR-8078,1466
miR-6867-5p,1467
let-7f-2-3p,1468
miR-8056,1469
miR-4432,1470
miR-5699-5p,1471
miR-4290,1472
miR-520b,1473
miR-3124-5p,1474
miR-642b-5p,1475
miR-4503,1476
miR-4657,1477
miR-4658,1478
miR-7159-5p,1479
miR-7846-3p,1480
miR-7156-3p,1481
miR-3187-5p,1482
miR-4434,1483
miR-4699-5p,1484
miR-4727-3p,1485
miR-7150,1486
miR-6761-3p,1487
miR-4272,1488
miR-3682-5p,1489
miR-30b-3p,1490
miR-7161-5p,1491
miR-8086,1492
let-7f-1-3p,1493
miR-8083,1494
miR-4425,1495
miR-8061,1496
miR-5582-3p,1497
miR-4774-5p,1498
miR-4707-5p,1499
miR-4527,1500
miR-4707-3p,1501
miR-4477a,1502
miR-5187-5p,1503
miR-6822-3p,1504
miR-3973,1505
miR-4419b,1506
miR-6769b-3p,1507
miR-627-3p,1508
miR-6866-5p,1509
miR-3189-3p,1510
miR-412-3p,1511
let-7e-5p,1512
miR-3927-5p,1513
miR-6865-5p,1514
miR-4637,1515
miR-4706,1516
miR-4530,1517
miR-5088-5p,1518
let-7e-3p,1519
miR-6128,1520
miR-4515,1521
miR-6838-3p,1522
miR-4512,1523
miR-4493,1524
miR-4701-5p,1525
miR-4704-5p,1526
let-7d-5p,1527
let-7d-3p,1528
miR-6828-3p,1529
miR-4704-3p,1530
miR-3664-5p,1531
miR-2053,1532
miR-5691,1533
miR-3138,1534
let-7c-5p,1535
miR-548ae,1536
miR-8057,1537
miR-4703-5p,1538
miR-3917,1539
miR-8063,1540
miR-4511,1541
miR-4329,1542
miR-4303,1543
miR-6803-5p,1544
miR-4524b-5p,1545
miR-4701-3p,1546
miR-4495,1547
miR-4700-5p,1548
miR-4531,1549
miR-3691-3p,1550
miR-466,1551
miR-4743-3p,1552
miR-4499,1553
miR-4287,1554
miR-3935,1555
miR-6127,1556
miR-5572,1557
miR-4500,1558
miR-4311,1559
miR-4304,1560
let-7c-3p,1561
miR-8076,1562
miR-6778-5p,1563
miR-4519,1564
miR-6773-3p,1565
miR-6853-5p,1566
miR-6076,1567
miR-5197-3p,1568
miR-4638-5p,1569
miR-4699-3p,1570
miR-4297,1571
miR-4525,1572
miR-4789-5p,1573
miR-6846-3p,1574
miR-541-5p,1575
miR-4308,1576
miR-4513,1577
miR-4698,1578
miR-3920,1579
miR-4507,1580
miR-6744-5p,1581
miR-3650,1582
miR-8077,1583
miR-4528,1584
miR-5197-5p,1585
miR-6072,1586
miR-372-5p,1587
miR-411-5p,1588
miR-4659a-5p,1589
miR-6830-5p,1590
miR-6081,1591
miR-203b-5p,1592
miR-6502-5p,1593
miR-4502,1594
miR-4659b-5p,1595
miR-6738-3p,1596
miR-875-3p,1597
miR-6863,1598
miR-4660,1599
miR-4697-5p,1600
miR-4697-3p,1601
miR-3606-3p,1602
miR-4509,1603
miR-499b-3p,1604
miR-3198,1605
miR-515-5p,1606
let-7b-5p,1607
miR-4696,1608
miR-4661-5p,1609
miR-583,1610
miR-3145-3p,1611
miR-6823-5p,1612
miR-4662a-3p,1613
miR-4663,1614
miR-378j,1615
miR-6787-3p,1616
miR-6882-3p,1617
miR-553,1618
miR-4664-3p,1619
miR-4664-5p,1620
miR-6129,1621
miR-4455,1622
miR-6789-3p,1623
miR-4695-5p,1624
miR-4695-3p,1625
miR-3909,1626
miR-4665-5p,1627
miR-4694-5p,1628
miR-2052,1629
miR-4431,1630
miR-6793-5p,1631
miR-549a,1632
miR-4693-5p,1633
miR-3161,1634
let-7a-5p,1635
miR-4693-3p,1636
miR-4688,1637
miR-449c-3p,1638
miR-4671-5p,1639
miR-4476,1640
miR-4472,1641
miR-4666b,1642
miR-4666a-5p,1643
miR-652-3p,1644
miR-5196-3p,1645
miR-4667-5p,1646
miR-4667-3p,1647
miR-27a-5p,1648
miR-623,1649
miR-6826-5p,1650
miR-5585-5p,1651
miR-5586-5p,1652
miR-4453,1653
miR-6816-3p,1654
miR-4668-3p,1655
miR-4668-5p,1656
miR-6861-3p,1657
miR-4669,1658
miR-33a-3p,1659
miR-3928-3p,1660
miR-587,1661
miR-613,1662
miR-6877-5p,1663
miR-4670-5p,1664
miR-548l,1665
miR-7843-5p,1666
miR-4671-3p,1667
miR-548as-3p,1668
miR-5689,1669
miR-4642,1670
miR-6872-5p,1671
miR-455-3p,1672
miR-7848-3p,1673
miR-3613-3p,1674
miR-556-5p,1675
miR-4672,1676
miR-5697,1677
miR-4673,1678
miR-664a-5p,1679
miR-573,1680
miR-4711-3p,1681
miR-4692,1682
miR-4691-5p,1683
miR-3163,1684
miR-4689,1685
miR-4691-3p,1686
miR-4690-5p,1687
miR-3186-5p,1688
miR-4279,1689
miR-4690-3p,1690
miR-4437,1691
miR-6733-5p,1692
miR-298,1693
miR-4446-5p,1694
miR-3606-5p,1695
let-7a-3p,1696
miR-4675,1697
miR-4677-3p,1698
miR-4676-3p,1699
miR-4518,1700
miR-5191,1701
miR-6884-5p,1702
miR-5580-3p,1703
miR-4677-5p,1704
miR-5579-5p,1705
miR-4680-5p,1706
miR-4678,1707
miR-6754-3p,1708
miR-4679,1709
miR-98-3p,1710
miR-6502-3p,1711
miR-4282,1712
miR-4680-3p,1713
miR-6083,1714
miR-6134,1715
miR-99a-5p,1716
miR-3144-5p,1717
miR-33b-3p,1718
miR-4731-5p,1719
miR-4506,1720
miR-6832-3p,1721
miR-99b-3p,1722
miR-4470,1723
miR-6769a-5p,1724
miR-4681,1725
miR-4742-5p,1726
miR-3184-3p,1727
miR-4450,1728
miR-4501,1729
miR-6856-5p,1730
miR-6750-5p,1731
miR-6817-5p,1732
miR-4687-3p,1733
let-7a-2-3p,1734
miR-4682,1735
miR-4685-3p,1736
miR-4761-3p,1737
miR-3686,1738
miR-99b-5p,1739
miR-498,1740
miR-3976,1741
miR-4686,1742
miR-4487,1743
miR-3942-5p,1744
miR-6864-3p,1745
miR-4685-5p,1746
miR-2054,1747
miR-3678-3p,1748
miR-4683,1749
miR-6082,1750
miR-4460,1751
miR-6815-3p,1752
miR-3974,1753
miR-4461,1754
miR-6719-3p,1755
miR-4684-3p,1756
miR-626,1757
miR-4800-5p,1758
miR-4684-5p,1759
miR-6779-5p,1760
